ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.09933574879227053,0.5706330737082067,0.4909181680689544,0.9816963078341433,0.12325559614123817,0.08552922372839097,-0.9610822874711801,-1.418732235784094,0.3896480572890715
